timestamp,ankle_acc_x,ankle_acc_y,ankle_acc_z,ankle_gyr_x,ankle_gyr_y,ankle_gyr_z,ankle_lux,pocket_acc_x,pocket_acc_y,pocket_acc_z,pocket_gyr_x,pocket_gyr_y,pocket_gyr_z,pocket_lux,belt_acc_x,belt_acc_y,belt_acc_z,belt_gyr_x,belt_gyr_y,belt_gyr_z,belt_lux,neck_acc_x,neck_acc_y,neck_acc_z,neck_gyr_x,neck_gyr_y,neck_gyr_z,neck_lux,wrist_acc_x,wrist_acc_y,wrist_acc_z,wrist_gyr_x,wrist_gyr_y,wrist_gyr_z,wrist_lux,brain,ir1,ir2,ir3,ir4,ir5,ir6,csv_subject,csv_activity,csv_trial,extra,subject_id,activity_id,trial_id,activity_name,label
2018-07-04T12:04:20.011444,-1.012,0.171,-0.084,4.634,1.463,-1.28,0.0,-0.982,0.229,0.099,2.744,-1.89,-2.134,0.0,0.127,0.892,0.309,2.256,-2.256,-1.037,429.443,-0.608,0.066,-0.84,-3.293,23.902,-0.976,1187.924,-1.05,-0.176,0.233,10.366,-6.707,-9.39,2369.185,152,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.055061,-1.012,0.171,-0.084,6.037,0.183,-1.463,0.0,-0.982,0.229,0.099,0.854,0.549,-2.866,0.0,0.146,0.924,0.321,5.915,-2.195,-0.427,429.443,-0.643,0.154,-0.86,-5.183,35.976,-6.159,1187.924,-1.05,-0.176,0.233,-57.5,-30.976,-33.11,2369.185,88,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.106699,-1.012,0.163,-0.073,2.5,1.707,-2.683,0.0,-0.991,0.244,0.088,4.634,-0.366,-2.073,0.0,0.146,0.924,0.321,-0.305,-1.341,-2.683,429.443,-0.633,0.167,-0.869,-73.171,-20.671,-27.927,1187.924,-1.098,-0.133,0.158,-535.183,-72.805,-137.378,2369.185,300,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.162489,-1.014,0.162,-0.076,1.524,0.671,-1.585,0.0,-0.991,0.244,0.088,6.159,-1.402,-0.305,0.0,0.148,0.907,0.311,3.659,-2.073,-1.951,429.443,-0.633,0.167,-0.869,-154.085,22.866,-25.366,1187.924,-0.887,-0.946,-0.381,-482.744,-49.024,-136.89,2369.185,28,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.210618,-1.014,0.162,-0.076,-2.561,0.854,-1.524,0.0,-0.971,0.256,0.096,7.378,-4.512,-0.793,0.0,0.211,0.9,0.335,2.195,2.439,1.585,429.443,-0.599,0.147,-0.853,-92.378,-37.805,-65.183,1187.924,-0.887,-0.946,-0.381,-127.317,6.829,-97.805,2369.185,-34,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.259248,-1.02,0.166,-0.072,-2.927,1.037,-2.439,0.0,-0.959,0.315,0.095,0.732,0.854,-1.951,0.0,0.211,0.9,0.335,0.793,7.561,6.159,429.443,-0.599,0.147,-0.853,-46.463,8.841,-70.915,1187.924,-0.938,-0.433,-0.204,202.5,30.244,-78.049,2369.185,-11,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.306374,-1.02,0.166,-0.072,-4.756,2.012,-3.902,0.0,-0.959,0.315,0.095,-15.366,7.256,-2.134,0.0,0.174,0.911,0.318,3.049,12.622,6.159,429.443,-0.654,0.158,-0.821,-55.244,30.61,-82.683,1187.924,-0.943,-0.003,0.106,47.683,-9.634,-55.0,2369.185,25,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.388093,-1.019,0.157,-0.08,-6.585,1.585,-4.451,0.0,-0.985,0.271,0.1,-21.402,6.402,-2.317,0.0,0.131,0.915,0.321,4.695,18.902,8.293,429.443,-0.627,0.064,-0.851,-22.073,19.024,-42.561,1187.924,-0.82,-0.422,-0.063,-122.073,-27.5,-32.317,2369.185,22,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.444744,-1.018,0.131,-0.085,-1.951,-0.061,3.232,0.0,-0.988,0.232,0.09,-24.268,8.415,-1.951,0.0,0.117,0.896,0.329,3.415,17.195,8.049,429.443,-0.623,0.049,-0.84,-15.122,15.122,-23.293,1187.924,-0.82,-0.422,-0.063,-56.524,-21.402,-10.793,2369.185,11,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.521449,-1.008,0.161,-0.085,-6.585,-0.732,5.183,0.0,-0.987,0.206,0.073,-17.866,10.488,-8.537,0.0,0.118,0.91,0.32,6.28,10.366,6.829,429.443,-0.664,0.107,-0.808,-8.537,-2.134,6.829,1187.924,-0.794,-0.484,-0.012,6.341,-13.659,48.11,2369.185,24,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.622720,-1.005,0.176,-0.074,-25.366,-6.098,4.512,0.0,-0.99,0.194,0.079,-8.72,10.976,-8.11,0.0,0.102,0.891,0.319,1.585,1.159,0.488,429.443,-0.658,0.097,-0.782,0.732,-7.744,3.415,1187.924,-0.788,-0.668,-0.026,2.744,-22.805,85.976,2369.185,74,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.665334,-1.049,0.18,-0.051,-9.817,-1.524,-2.012,0.0,-1.0,0.227,0.092,0.427,6.098,-3.354,0.0,0.102,0.891,0.319,11.646,-4.085,0.366,429.443,-0.72,0.074,-0.829,3.171,5.732,10.0,1187.924,-0.819,-0.837,-0.044,132.866,-8.902,94.695,2369.185,-19,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.712459,-1.049,0.18,-0.051,-1.037,1.402,-1.768,0.0,-1.0,0.227,0.092,-0.061,1.28,-0.854,0.0,0.09,0.966,0.41,14.573,-6.646,0.732,429.443,-0.72,0.074,-0.829,10.488,-3.476,13.171,1187.924,-0.84,-0.794,0.178,229.512,7.195,97.195,2369.185,108,1,1,1,1,1,1,1,1,1,7,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.763596,-1.012,0.17,-0.054,-6.585,0.488,1.28,0.0,-1.01,0.228,0.087,7.744,2.5,-5.122,0.0,0.128,0.862,0.29,-0.488,-12.378,-1.28,429.443,-0.663,-0.001,-0.833,11.646,-7.988,17.439,1187.924,-0.84,-0.794,0.178,294.024,29.024,82.988,2369.185,192,1,1,1,1,1,1,1,1,1,1,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.811224,-1.015,0.175,-0.068,-7.5,3.11,-1.098,0.0,-0.984,0.217,0.073,7.256,6.707,-10.549,0.0,0.128,0.862,0.29,25.976,-18.171,0.549,429.443,-0.663,-0.001,-0.833,38.659,-17.378,49.146,1187.924,-0.85,-0.997,0.928,258.049,28.049,44.695,2369.185,92,1,1,1,1,1,1,1,1,1,1,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.857848,-1.015,0.175,-0.068,-3.415,1.585,-1.829,0.0,-0.984,0.217,0.073,10.305,2.134,-11.098,0.0,0.187,0.929,0.292,11.951,-11.951,-0.61,429.443,-0.7,-0.017,-0.716,111.585,-33.537,105.0,1187.924,-0.85,-0.997,0.928,214.329,0.61,-1.524,2369.185,56,1,1,1,1,1,1,1,1,1,1,1,1,1,Falling forward (hands),1
2018-07-04T12:04:20.904974,-1.025,0.18,-0.062,-0.488,2.927,-4.329,0.0,-0.984,0.229,0.047,4.329,1.22,-8.963,0.0,0.187,0.929,0.292,6.28,-6.28,1.22,429.443,-0.815,0.178,-0.618,121.89,-52.866,87.927,1187.924,-1.119,-1.109,0.937,138.293,-52.012,-57.073,2369.185,89,1,1,1,1,1,1,1,1,1,1,1,1,1,Falling forward (hands),1
