kp_0,kp_1,kp_2,kp_3,kp_4,kp_5,kp_6,kp_7,kp_8,kp_9,kp_10,kp_11,kp_12,kp_13,kp_14,kp_15,kp_16,kp_17,kp_18,kp_19,activity,label
0.644922,0.44561744,0.7299288,0.50713915,0.6681374,0.4991791,0.72026384,0.7318637,0.6800944,0.7248458,0.73036987,0.8728291,0.68934053,0.8643773,0.7279207,0.99169064,0.7060226,0.9761137,0.6990331,0.5031591,Subject1_Activity1_1,0
0.64430755,0.44643244,0.7300946,0.50748664,0.66943675,0.49926704,0.71919316,0.7354901,0.6801844,0.72836274,0.7276419,0.8802579,0.6911096,0.87260795,0.72494584,0.9949524,0.70895875,0.98178667,0.6997657,0.50337684,Subject1_Activity1_1,0
0.64461416,0.4462395,0.7286182,0.5073945,0.66958386,0.49949566,0.7179729,0.7328212,0.68019164,0.72603256,0.72540826,0.8738207,0.6902806,0.8669514,0.72385186,0.99192715,0.7083483,0.9788745,0.69910103,0.5034451,Subject1_Activity1_1,0
0.64379805,0.4467249,0.72782725,0.5072627,0.6687375,0.49951258,0.7174526,0.7344347,0.6798973,0.72799563,0.7226914,0.8769191,0.6907475,0.8712026,0.72176313,0.9910996,0.710174,0.9799413,0.69828236,0.50338763,Subject1_Activity1_1,0
0.64324564,0.44663686,0.7268779,0.5063959,0.6698,0.49824378,0.7168132,0.73272395,0.68055767,0.72633725,0.7242567,0.872913,0.6922948,0.8668997,0.72314864,0.98921627,0.7102337,0.9773749,0.698339,0.5023198,Subject1_Activity1_1,0
0.6421078,0.44678435,0.7257028,0.5062549,0.6711273,0.4963882,0.71580774,0.734159,0.68096954,0.72708184,0.7250815,0.8732777,0.69322973,0.865719,0.724033,0.9891787,0.70959663,0.9764499,0.69841504,0.50132155,Subject1_Activity1_1,0
0.6424215,0.44694677,0.7266755,0.5060587,0.6698994,0.49746063,0.71737427,0.7333297,0.6811982,0.72654915,0.72402745,0.8747092,0.69180685,0.8680115,0.7239987,0.9917127,0.71076196,0.97954416,0.6982875,0.50175965,Subject1_Activity1_1,0
0.6422428,0.44679302,0.7273134,0.50689006,0.6693798,0.49859923,0.7182445,0.73341876,0.68105423,0.7266142,0.7254009,0.8745939,0.6902514,0.86759585,0.72544426,0.99205136,0.7084619,0.97886664,0.6983466,0.5027447,Subject1_Activity1_1,0
0.64222366,0.4463339,0.72756946,0.50706255,0.66902024,0.49816522,0.71922314,0.73090136,0.6815046,0.72372615,0.7263077,0.8708479,0.6901725,0.8625423,0.72575283,0.98959136,0.7074632,0.97424114,0.6982949,0.5026139,Subject1_Activity1_1,0
0.64225346,0.44651318,0.72846395,0.5069931,0.66793275,0.49926677,0.72163457,0.7292951,0.68245953,0.7225529,0.7272741,0.87022406,0.6889248,0.8622325,0.72758687,0.9895651,0.70776266,0.97454584,0.6981983,0.50312996,Subject1_Activity1_1,0
0.6423731,0.44760954,0.7284196,0.50705415,0.66920435,0.49843445,0.72102636,0.73276,0.68221277,0.7255681,0.73039365,0.87462986,0.6893514,0.8661629,0.72934836,0.99294245,0.70513105,0.97784483,0.698812,0.5027443,Subject1_Activity1_1,0
0.6419759,0.44674274,0.728292,0.5074133,0.66826767,0.49886817,0.7220688,0.732077,0.682572,0.7248729,0.7314339,0.8719011,0.6888866,0.86318547,0.7300367,0.9920765,0.70456374,0.9753809,0.69827986,0.50314075,Subject1_Activity1_1,0
0.64208144,0.4477428,0.7287189,0.5084412,0.66766804,0.49909094,0.7224324,0.7317231,0.68184066,0.7242548,0.7335426,0.8734402,0.6868615,0.8641927,0.7344391,0.99233305,0.7033762,0.9759646,0.69819343,0.50376606,Subject1_Activity1_1,0
0.64224166,0.44819853,0.7286789,0.5072837,0.6675491,0.49810082,0.7220423,0.73091954,0.68144894,0.72349197,0.7325093,0.8703289,0.6864578,0.86119413,0.7339335,0.9894415,0.7037234,0.9732813,0.698114,0.5026922,Subject1_Activity1_1,0
0.6420193,0.44841525,0.7283067,0.5076077,0.6675233,0.49892128,0.7216297,0.73115593,0.6811946,0.7239647,0.7331907,0.87266475,0.6867243,0.8638582,0.735665,0.99131626,0.70443517,0.9757891,0.697915,0.5032645,Subject1_Activity1_1,0
0.6411592,0.4477229,0.7273928,0.5079075,0.66644126,0.499461,0.7220103,0.7304586,0.68130803,0.72338396,0.73312205,0.868588,0.6855032,0.8595914,0.73558927,0.9887106,0.702991,0.9721598,0.69691706,0.5036843,Subject1_Activity1_1,0
0.64012116,0.4472689,0.7261154,0.5094442,0.66633284,0.50003934,0.72123665,0.7327015,0.68120575,0.7252795,0.7334014,0.8757794,0.68559533,0.86633927,0.73513883,0.99256855,0.70247644,0.9751948,0.6962241,0.5047418,Subject1_Activity1_1,0
0.6392694,0.4470567,0.72382087,0.51126885,0.66571236,0.5024315,0.72073305,0.73305047,0.6820799,0.7259741,0.73155546,0.87443316,0.6862397,0.8649725,0.73371744,0.99208367,0.7035196,0.97304463,0.69476664,0.5068502,Subject1_Activity1_1,0
0.6384242,0.44683808,0.72316355,0.51033366,0.66573995,0.5024082,0.71849436,0.7360376,0.68087304,0.7293464,0.72740084,0.8806861,0.6881382,0.872233,0.7288128,0.99520504,0.7060904,0.97864914,0.69445175,0.5063709,Subject1_Activity1_1,0
0.63762397,0.4475565,0.72263116,0.50970393,0.66525203,0.5016603,0.7179567,0.7347588,0.6801654,0.7282479,0.7282144,0.87676686,0.6880091,0.86887556,0.73035556,0.99141073,0.70512646,0.9759414,0.6939416,0.5056821,Subject1_Activity1_1,0
0.63743323,0.44810545,0.72168344,0.5086838,0.66489863,0.5002533,0.71712565,0.7316224,0.67996264,0.7251123,0.7259781,0.87015736,0.6875552,0.8624759,0.7287086,0.988224,0.7045075,0.9743129,0.69329107,0.50446856,Subject1_Activity1_1,0
0.6359359,0.4479801,0.7190651,0.5094148,0.66284573,0.5004835,0.71402943,0.7342658,0.6778631,0.7277356,0.72166187,0.8777951,0.6891957,0.8699383,0.7244312,0.99026316,0.70933074,0.9767437,0.6909554,0.50494915,Subject1_Activity1_1,0
0.6337479,0.44810674,0.7161314,0.51076204,0.6611855,0.5017214,0.712592,0.7344511,0.676964,0.7281824,0.7234689,0.88036484,0.68979305,0.87232745,0.72926515,0.9931811,0.71010906,0.97978836,0.6886585,0.5062417,Subject1_Activity1_1,0
0.63296574,0.44888702,0.7161104,0.51092315,0.6600265,0.5013442,0.71292347,0.73435324,0.6765013,0.7276523,0.7223992,0.87905204,0.68805444,0.87046707,0.7283651,0.9924486,0.7095795,0.97806823,0.68806845,0.5061337,Subject1_Activity1_1,0
0.6323634,0.44978324,0.7156252,0.5108068,0.65877664,0.5014563,0.71336156,0.7338737,0.67652476,0.7273033,0.7222729,0.8783855,0.6891088,0.8700249,0.728041,0.9916721,0.7105767,0.97823554,0.6872009,0.50613153,Subject1_Activity1_1,0
0.631236,0.45026845,0.71358126,0.51194435,0.65410846,0.50159603,0.7113854,0.7323554,0.6720129,0.72531885,0.7187279,0.8909388,0.679985,0.8805793,0.7337901,1.0,0.70495,0.9881258,0.68384486,0.5067702,Subject1_Activity1_1,0
0.633477,0.4490208,0.7154106,0.5094109,0.6588079,0.49950567,0.71354675,0.7279548,0.6756999,0.7205548,0.7169365,0.8821507,0.67783064,0.8719029,0.7345732,1.0,0.69987255,0.98952085,0.68710923,0.5044583,Subject1_Activity1_1,0
0.6361322,0.44972843,0.7172524,0.51084644,0.65861434,0.50055546,0.71379584,0.7284227,0.6751961,0.7204641,0.7191548,0.87375736,0.68521494,0.8633553,0.7310408,0.99582094,0.70613617,0.98240143,0.6879333,0.50570095,Subject1_Activity1_1,0
0.6456196,0.45102695,0.71680015,0.5041604,0.65853435,0.49442318,0.7180605,0.72055584,0.67982644,0.7140719,0.71253735,0.87082547,0.680768,0.8614892,0.7326867,0.9950403,0.7011699,0.98465466,0.68766725,0.49929178,Subject1_Activity1_1,0
0.6482889,0.45032847,0.7177084,0.50548214,0.6573091,0.49550676,0.7156305,0.7228067,0.6762763,0.7162609,0.71254677,0.874562,0.6821164,0.8645596,0.73007554,0.9972517,0.70235705,0.9856856,0.68750876,0.5004945,Subject1_Activity1_1,0
0.65429777,0.45121884,0.7218308,0.50248325,0.65585345,0.49445808,0.71706057,0.72215134,0.67469853,0.7167871,0.71309704,0.8785883,0.6845639,0.87101114,0.7279477,0.99519867,0.7064255,0.99198204,0.6888421,0.49847066,Subject1_Activity1_1,0
0.6606814,0.44815695,0.7220382,0.5064924,0.65155303,0.4977349,0.71774536,0.7216939,0.67282355,0.71646726,0.71325463,0.88020283,0.6848034,0.87145084,0.7263999,0.9950117,0.70901674,0.9907969,0.6867956,0.50211364,Subject1_Activity1_1,0
0.660905,0.44778967,0.7224812,0.50715095,0.65131044,0.49919993,0.7170984,0.72547823,0.6715538,0.7205912,0.7151267,0.88029253,0.68477076,0.87202257,0.72690517,0.99256355,0.70654595,0.98791593,0.68689585,0.50317544,Subject1_Activity1_1,0
0.6602859,0.44857323,0.72315884,0.51005816,0.6499223,0.503857,0.71265745,0.7238634,0.66633207,0.7190877,0.71403015,0.87101746,0.68286633,0.8647309,0.72267646,0.9872632,0.7051689,0.9894365,0.6865406,0.5069576,Subject1_Activity1_1,0
0.6602094,0.44823116,0.723302,0.5097726,0.6492468,0.50382316,0.71280956,0.7192303,0.66541994,0.7144816,0.7161239,0.8636979,0.6789019,0.85735005,0.7256985,0.98330045,0.69881296,0.98483104,0.6862744,0.5067979,Subject1_Activity1_1,0
0.6581305,0.44929057,0.7203732,0.5123586,0.6468465,0.5074051,0.7044841,0.7288692,0.6580762,0.7244896,0.71233886,0.8769675,0.68043584,0.87168455,0.72455543,0.985438,0.7065757,0.9877809,0.68360984,0.50988185,Subject1_Activity1_1,0
0.6556253,0.45062456,0.71825784,0.5064464,0.64587057,0.500829,0.7052755,0.73221904,0.65899754,0.7285791,0.71398723,0.8850472,0.6797918,0.88041943,0.73123187,0.9923583,0.7056302,0.99086124,0.6820642,0.5036377,Subject1_Activity1_1,0
0.6472733,0.4523194,0.7115041,0.5054849,0.6465754,0.503287,0.7019915,0.7239861,0.66020215,0.72225666,0.7071881,0.87416285,0.6794289,0.8731059,0.7257387,0.9851096,0.7037693,0.9863168,0.6790397,0.50438595,Subject1_Activity1_1,0
0.6402116,0.45123515,0.7075146,0.507522,0.64467186,0.5043542,0.6997166,0.72046334,0.6590398,0.71847683,0.70673865,0.8700595,0.6788265,0.86880124,0.7258525,0.9882843,0.7011884,0.9875025,0.6760932,0.50593805,Subject1_Activity1_1,0
0.6239395,0.4551983,0.7036603,0.51102227,0.63718474,0.5027184,0.7094758,0.7154079,0.66505843,0.71037686,0.7086853,0.8752707,0.66813344,0.8685438,0.7261719,0.9981654,0.6968994,0.9850181,0.67042255,0.5068703,Subject1_Activity1_1,0
0.616813,0.45463824,0.69816965,0.51794595,0.6370612,0.50234497,0.70412093,0.7348976,0.6644723,0.7266389,0.70958513,0.8851036,0.6743545,0.8739912,0.7242327,0.9994501,0.6976821,0.98785543,0.6676154,0.5101454,Subject1_Activity1_1,0
0.60924953,0.4572935,0.69294953,0.5176765,0.6320155,0.5049171,0.7020799,0.7401493,0.66117287,0.7325961,0.70804065,0.8936839,0.6619156,0.8833241,0.7240369,1.0,0.6836862,0.99277735,0.6624825,0.51129675,Subject1_Activity1_1,0
0.5943505,0.46297678,0.67320246,0.52023214,0.62562984,0.50324214,0.69021195,0.73357534,0.65927404,0.7260322,0.6929451,0.88291657,0.66704875,0.8746292,0.70762664,1.0,0.69530874,1.0,0.64941615,0.5117371,Subject1_Activity1_1,0
0.58710784,0.46170768,0.6665397,0.51434207,0.60980374,0.50759584,0.6855402,0.7321882,0.64499944,0.7289969,0.70839894,0.89215595,0.66205996,0.8901019,0.7238957,0.99256027,0.68942976,0.9909702,0.63817173,0.5109689,Subject1_Activity1_1,0
0.5738679,0.4700308,0.6479573,0.5191383,0.5972755,0.5111058,0.679231,0.72778827,0.644722,0.72603035,0.6990287,0.88499546,0.67140394,0.881134,0.7218327,0.9932513,0.7010767,0.9910481,0.6226164,0.51512206,Subject1_Activity1_1,0
0.55568683,0.4755661,0.627771,0.5220446,0.5872226,0.50893533,0.67779714,0.7241728,0.65104556,0.7221814,0.6857853,0.8829574,0.67079663,0.8768722,0.7184477,0.99704784,0.70669883,0.9935915,0.6074968,0.51548994,Subject1_Activity1_1,0
0.5489501,0.48074478,0.6213817,0.52088565,0.58062196,0.5144131,0.67217916,0.7291198,0.6452033,0.72988963,0.6840527,0.88372904,0.66914505,0.8815185,0.7195328,0.9940982,0.7068534,0.9944501,0.60100186,0.5176494,Subject1_Activity1_1,0
0.5386638,0.4823066,0.60954887,0.5248816,0.57189435,0.5139277,0.66352403,0.72654355,0.6376917,0.72586197,0.6808736,0.88180435,0.6635138,0.87662107,0.7185176,0.9917445,0.7022552,0.9897005,0.5907216,0.51940465,Subject1_Activity1_1,0
0.5183385,0.489581,0.58122224,0.53431475,0.570178,0.5163942,0.66130537,0.73187786,0.6524319,0.7295362,0.65957564,0.8856954,0.6550989,0.8760003,0.7171361,0.99990404,0.69493884,0.9881512,0.5757001,0.5253545,Subject1_Activity1_1,0
0.50830716,0.4982096,0.570018,0.5332958,0.56176376,0.5175869,0.6533386,0.7347386,0.6458356,0.7334246,0.65949076,0.89049244,0.65138143,0.88102853,0.7227114,0.99812007,0.68999934,0.98643297,0.5658909,0.52544135,Subject1_Activity1_1,0
0.49458987,0.50072527,0.55504435,0.5427468,0.55422664,0.52392113,0.64401066,0.74080235,0.6405993,0.73887783,0.6537766,0.8978738,0.646249,0.8867425,0.72233117,0.9944421,0.6851137,0.9810282,0.5546355,0.53333396,Subject1_Activity1_1,1
0.47153664,0.51619625,0.5236211,0.56092507,0.53857803,0.5304996,0.62538284,0.7552622,0.63251966,0.7504965,0.65048534,0.92194796,0.66048354,0.90223634,0.7391698,0.99554974,0.7108129,0.97915554,0.53109956,0.54571235,Subject1_Activity1_1,1
0.43776032,0.536557,0.5014362,0.5749921,0.5021358,0.55216265,0.60859966,0.76663464,0.60646623,0.7656969,0.62949127,0.91753983,0.6251163,0.9053996,0.7170592,0.99626565,0.6871484,0.98409826,0.501786,0.5635774,Subject1_Activity1_1,1
0.4253386,0.5506231,0.48041645,0.5925904,0.48957285,0.5691334,0.59629357,0.77144295,0.59930784,0.77130854,0.6189377,0.9259903,0.62131417,0.9136014,0.72210115,0.988827,0.69222206,0.9740381,0.48499465,0.5808619,Subject1_Activity1_1,1
0.39298436,0.5930308,0.44903776,0.62729776,0.4460363,0.6027957,0.5584658,0.8014805,0.554631,0.80100334,0.58807725,0.9432955,0.59354377,0.9291873,0.684719,0.96176714,0.6783142,0.9442707,0.44753703,0.61504674,Subject1_Activity1_1,1
0.37136686,0.6137983,0.4239288,0.65857995,0.45299459,0.6115244,0.5389592,0.8273361,0.55344385,0.81368285,0.56343853,0.97303575,0.5828974,0.93732864,0.67554057,0.9722018,0.6716591,0.93266755,0.4384617,0.6350522,Subject1_Activity1_1,1
0.35256663,0.6440396,0.39604026,0.6915666,0.45360228,0.62256384,0.5277094,0.8501457,0.5607225,0.82508266,0.5254214,0.9851065,0.56872004,0.93618715,0.6191063,0.98187256,0.6562554,0.92491245,0.42482126,0.6570652,Subject1_Activity1_1,1
0.28453848,0.76350826,0.3298565,0.8034461,0.4042376,0.7329734,0.5131909,0.9366025,0.57323086,0.91162825,0.424654,1.0,0.56374025,0.9437648,0.47674385,0.9763836,0.68015873,0.9069947,0.36704704,0.76820976,Subject1_Activity1_1,1
0.23259616,0.8785585,0.2876362,0.87261826,0.3444799,0.83275837,0.48862234,0.9230906,0.5166174,0.9188136,0.557006,0.9482503,0.5661686,0.9183539,0.6976473,0.9423432,0.6929723,0.9029898,0.31605804,0.8526883,Subject1_Activity1_1,1
0.22735853,0.93577665,0.25373662,0.9269099,0.32636914,0.86070734,0.42181665,0.93727416,0.46205637,0.9219698,0.51356757,0.92455494,0.52983266,0.87993336,0.64985937,0.9546241,0.6523642,0.90673715,0.2900529,0.8938086,Subject1_Activity1_1,1
0.18820305,0.9654599,0.23107353,0.93893135,0.30203405,0.8838235,0.4017666,0.9251236,0.43618637,0.9124889,0.48272046,0.9293427,0.4990529,0.8923612,0.62349796,0.9313158,0.6257432,0.893592,0.2665538,0.91137743,Subject1_Activity1_1,1
0.18538867,0.95248264,0.20855902,0.9827714,0.2444984,0.9452496,0.38957462,0.9320197,0.4091015,0.93423486,0.4961226,0.90569794,0.51323,0.8842298,0.6065653,0.90133697,0.6077699,0.8899244,0.2265287,0.9640105,Subject1_Activity1_1,1
0.21903637,0.95032114,0.19572912,0.96186787,0.2801372,0.92954046,0.3346471,0.9265855,0.37523055,0.9286183,0.42583188,0.9144487,0.46784067,0.8974667,0.5644396,0.90349036,0.57982033,0.8832619,0.23793316,0.94570416,Subject1_Activity1_1,1
0.18250772,0.9442261,0.1801064,0.98098314,0.20999546,0.9655774,0.32189628,0.92161834,0.33674747,0.9342753,0.43936512,0.8960479,0.4580182,0.8981801,0.54681283,0.8496522,0.545833,0.8642104,0.19505093,0.9732803,Subject1_Activity1_1,1
0.17186263,0.9438662,0.17218308,0.97597015,0.21833144,0.9654501,0.32483009,0.9167465,0.34958887,0.9291,0.42417106,0.8888791,0.44587412,0.8919357,0.5209813,0.83288574,0.5177764,0.8458859,0.19525726,0.97071016,Subject1_Activity1_1,1
0.17834869,0.9612453,0.22650853,0.95975435,0.2663056,0.96989805,0.38895413,0.9242526,0.39928713,0.94078696,0.47732645,0.9207691,0.49265322,0.9279585,0.5480899,0.8193633,0.5519461,0.810763,0.24640706,0.9648262,Subject1_Activity1_1,1
0.1760449,0.93462104,0.22761957,0.95195127,0.26914915,0.9473036,0.4097658,0.930458,0.42061654,0.9386155,0.49053535,0.91204476,0.5069764,0.9037622,0.5554528,0.8199363,0.55868864,0.7949143,0.24838436,0.9496274,Subject1_Activity1_1,1
0.16521816,0.93234664,0.23200832,0.93912345,0.25348383,0.9462601,0.4032201,0.9291392,0.4028972,0.9429262,0.49703643,0.9237696,0.50385207,0.9195269,0.57170343,0.8378328,0.57225955,0.8092792,0.24274608,0.9426918,Subject1_Activity1_1,1
0.14809151,0.9576274,0.2250043,0.945724,0.24074355,0.9619536,0.39716253,0.9232798,0.3963283,0.9418653,0.4972816,0.93254125,0.499248,0.9401949,0.5673949,0.8501544,0.5716553,0.85726464,0.23287392,0.9538388,Subject1_Activity1_1,1
0.13568066,0.9677029,0.19249919,0.95669276,0.23543087,0.9537868,0.36394975,0.91938674,0.37472782,0.9296632,0.45359594,0.9288534,0.47231218,0.92690194,0.54515845,0.84318006,0.5565172,0.8383442,0.21396503,0.9552398,Subject1_Activity1_1,1
0.15384804,0.9579468,0.1650879,0.9471161,0.20658837,0.942803,0.30459905,0.9183359,0.3184199,0.9336892,0.4197293,0.9102611,0.441778,0.9181704,0.53360265,0.85121393,0.53998834,0.8640913,0.18583813,0.9449595,Subject1_Activity1_1,1
0.16471702,0.94323,0.16494404,0.96806437,0.2078625,0.9568531,0.30465835,0.9294013,0.3279244,0.94068927,0.40898275,0.91564226,0.42896745,0.91397876,0.53130037,0.89606816,0.52989674,0.89133614,0.18640327,0.9624587,Subject1_Activity1_1,1
0.15383421,0.95539176,0.16099063,0.9785751,0.20540725,0.95465934,0.3133293,0.94048154,0.33884194,0.94474393,0.41194507,0.9129854,0.4328149,0.8971841,0.5256807,0.9295593,0.52641064,0.91878873,0.18319893,0.9666172,Subject1_Activity1_1,1
0.15109116,0.95000404,0.16696079,0.9784016,0.2097646,0.9459908,0.3184401,0.94276744,0.34312272,0.94341576,0.42601463,0.9252251,0.44018427,0.9015401,0.54598665,0.9478116,0.54264015,0.9301497,0.18836269,0.96219623,Subject1_Activity1_1,1
0.1445374,0.9695108,0.16662051,0.9804156,0.21526566,0.93970364,0.31918272,0.9387156,0.3474557,0.93696326,0.43485233,0.92758465,0.44788978,0.8984086,0.55759305,0.955324,0.5570798,0.9249417,0.19094309,0.96005964,Subject1_Activity1_1,1
0.15099877,0.9562696,0.18082264,0.93880224,0.20620123,0.92824477,0.31858367,0.9123549,0.32919776,0.9218943,0.43696794,0.9124016,0.44224358,0.904779,0.5785413,0.9269065,0.5755142,0.91851854,0.19351193,0.93352354,Subject1_Activity1_1,1
0.1614966,0.97007257,0.18455915,0.9336265,0.21914744,0.9192492,0.3149746,0.92364687,0.32948312,0.9316828,0.42888913,0.91240656,0.43536982,0.9039737,0.58488196,0.9215949,0.5811542,0.91417414,0.2018533,0.92643785,Subject1_Activity1_1,1
0.16527814,0.96997863,0.19166134,0.9531021,0.22778253,0.9190426,0.33971202,0.92891794,0.35849878,0.9321228,0.47090203,0.9300515,0.47667208,0.913422,0.589777,0.9438308,0.5876071,0.9301201,0.20972194,0.93607235,Subject1_Activity1_1,1
0.1645525,0.9713359,0.18076324,0.95769,0.22317873,0.91666096,0.3242008,0.94152373,0.34694538,0.94160044,0.4577069,0.92836195,0.4675304,0.9058192,0.58889323,0.9430603,0.5851552,0.9254416,0.201971,0.9371755,Subject1_Activity1_1,1
0.15513274,0.9644453,0.182389,0.98573226,0.2178701,0.94171643,0.36337388,0.95582926,0.382732,0.95626694,0.47745344,0.9290391,0.48846197,0.90347964,0.5932642,0.9526671,0.5965619,0.9351399,0.20012955,0.9637244,Subject1_Activity1_1,1
0.14967395,0.98100644,0.18005013,0.9796514,0.21936212,0.93365973,0.34271914,0.95411855,0.36431852,0.95199865,0.45975468,0.9444944,0.47046646,0.9167169,0.56835765,0.9636988,0.56566685,0.9453243,0.19970614,0.95665556,Subject1_Activity1_1,1
0.14947101,0.98770136,0.17651564,0.9793948,0.219345,0.9293156,0.3247884,0.96099615,0.3488756,0.95494354,0.44307923,0.93900055,0.45260963,0.9028908,0.5691368,0.97766113,0.5652294,0.945635,0.19793032,0.95435524,Subject1_Activity1_1,1
0.14153206,0.9872377,0.17650227,0.97766405,0.20507737,0.9367962,0.31768674,0.9545073,0.33247626,0.95060813,0.43603516,0.93001235,0.4396101,0.8974497,0.56391287,0.9674856,0.5628195,0.9392619,0.19078982,0.9572301,Subject1_Activity1_1,1
